,Country/Region,Lat,Long,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,3/26/2022,3/27/2022,3/28/2022,3/29/2022,3/30/2022,3/31/2022,4/1/2022,4/2/2022,4/3/2022,4/4/2022,4/5/2022,4/6/2022,4/7/2022,4/8/2022,4/9/2022,4/10/2022,4/11/2022,4/12/2022,4/13/2022,4/14/2022,4/15/2022,4/16/2022,4/17/2022,4/18/2022,4/19/2022,4/20/2022,4/21/2022,4/22/2022,4/23/2022,4/24/2022,4/25/2022,4/26/2022,4/27/2022,4/28/2022,4/29/2022,4/30/2022,5/1/2022,5/2/2022,5/3/2022,5/4/2022,5/5/2022,5/6/2022,5/7/2022,5/8/2022,5/9/2022,5/10/2022,5/11/2022,5/12/2022,5/13/2022,5/14/2022,5/15/2022,5/16/2022,5/17/2022,5/18/2022,5/19/2022,5/20/2022,5/21/2022,5/22/2022,5/23/2022,5/24/2022,5/25/2022,5/26/2022,5/27/2022,5/28/2022,5/29/2022,5/30/2022,5/31/2022,6/1/2022,6/2/2022,6/3/2022,6/4/2022,6/5/2022,6/6/2022,6/7/2022,6/8/2022,6/9/2022,6/10/2022,6/11/2022,6/12/2022,6/13/2022,6/14/2022,6/15/2022,6/16/2022,6/17/2022,6/18/2022,6/19/2022,6/20/2022,6/21/2022,6/22/2022,6/23/2022,6/24/2022,6/25/2022,6/26/2022,6/27/2022,6/28/2022,6/29/2022,6/30/2022,7/1/2022,7/2/2022,7/3/2022,7/4/2022,7/5/2022,7/6/2022,7/7/2022,7/8/2022,7/9/2022,7/10/2022,7/11/2022,7/12/2022,7/13/2022,7/14/2022,7/15/2022,7/16/2022,7/17/2022,7/18/2022,7/19/2022,7/20/2022,7/21/2022,7/22/2022,7/23/2022,7/24/2022,7/25/2022,7/26/2022,7/27/2022,7/28/2022,7/29/2022,7/30/2022,7/31/2022,8/1/2022,8/2/2022,8/3/2022,8/4/2022,8/5/2022,8/6/2022,8/7/2022,8/8/2022,8/9/2022,8/10/2022,8/11/2022,8/12/2022,8/13/2022,8/14/2022,8/15/2022,8/16/2022,8/17/2022,8/18/2022,8/19/2022,8/20/2022,8/21/2022,8/22/2022,8/23/2022,8/24/2022,8/25/2022,8/26/2022,8/27/2022,8/28/2022,8/29/2022,8/30/2022,8/31/2022,9/1/2022,9/2/2022,9/3/2022,9/4/2022,9/5/2022,9/6/2022,9/7/2022,9/8/2022,9/9/2022,9/10/2022,9/11/2022,9/12/2022,9/13/2022,9/14/2022,9/15/2022,9/16/2022,9/17/2022,9/18/2022,9/19/2022,9/20/2022,9/21/2022,9/22/2022,9/23/2022,9/24/2022,9/25/2022,9/26/2022,9/27/2022,9/28/2022,9/29/2022,9/30/2022,10/1/2022,10/2/2022,10/3/2022,10/4/2022,10/5/2022,10/6/2022,10/7/2022,10/8/2022,10/9/2022,10/10/2022,10/11/2022,10/12/2022,10/13/2022,10/14/2022,10/15/2022,10/16/2022,10/17/2022,10/18/2022,10/19/2022,10/20/2022,10/21/2022,10/22/2022,10/23/2022,10/24/2022,10/25/2022,10/26/2022,10/27/2022,10/28/2022,10/29/2022,10/30/2022,10/31/2022,11/1/2022,11/2/2022,11/3/2022,11/4/2022,11/5/2022,11/6/2022,11/7/2022,11/8/2022,11/9/2022,11/10/2022,11/11/2022,11/12/2022,11/13/2022,11/14/2022,11/15/2022,11/16/2022,11/17/2022,11/18/2022,11/19/2022,11/20/2022,11/21/2022,11/22/2022,11/23/2022,11/24/2022,11/25/2022,11/26/2022,11/27/2022,11/28/2022,11/29/2022,11/30/2022,12/1/2022,12/2/2022,12/3/2022,12/4/2022,12/5/2022,12/6/2022,12/7/2022,12/8/2022,12/9/2022,12/10/2022,12/11/2022,12/12/2022,12/13/2022,12/14/2022,12/15/2022,12/16/2022,12/17/2022,12/18/2022,12/19/2022,12/20/2022,12/21/2022,12/22/2022,12/23/2022,12/24/2022,12/25/2022,12/26/2022,12/27/2022,12/28/2022,12/29/2022,12/30/2022,12/31/2022,1/1/2023,1/2/2023,1/3/2023,1/4/2023,1/5/2023,1/6/2023,1/7/2023,1/8/2023,1/9/2023,1/10/2023,1/11/2023,1/12/2023,1/13/2023,1/14/2023,1/15/2023,1/16/2023,1/17/2023,1/18/2023,1/19/2023,1/20/2023,1/21/2023,1/22/2023,1/23/2023,1/24/2023,1/25/2023,1/26/2023,1/27/2023,1/28/2023,1/29/2023,1/30/2023,1/31/2023,2/1/2023,2/2/2023,2/3/2023,2/4/2023,2/5/2023,2/6/2023,2/7/2023,2/8/2023,2/9/2023,2/10/2023,2/11/2023,2/12/2023,2/13/2023,2/14/2023,2/15/2023,2/16/2023,2/17/2023,2/18/2023,2/19/2023,2/20/2023,2/21/2023,2/22/2023,2/23/2023,2/24/2023,2/25/2023,2/26/2023,2/27/2023,2/28/2023,3/1/2023,3/2/2023,3/3/2023,3/4/2023,3/5/2023
Infected,US,40,-100,1,1,2,2,5,5,5,6,6,8,8,8,11,11,11,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,16,16,16,16,16,16,17,17,25,32,55,74,107,184,237,403,519,594,782,1147,1586,2219,2978,3212,4679,6512,9169,13663,20030,26025,34944,46096,56714,68841,86662,105253,127417,143544,165698,192079,227903,260183,292630,324340,353117,385110,415256,446500,482526,516707,545693,571551,598794,627306,653669,683351,716508,743857,768888,799531,825478,855445,887523,919014,949640,975537,1000230,1024834,1051643,1081150,1115972,1142619,1166189,1190240,1214321,1238694,1266904,1294111,1318358,1337061,1356283,1379661,1399662,1425539,1449938,1473806,1492449,1514833,1535591,1558430,1583542,1607464,1627392,1647513,1666699,1685395,1704200,1725329,1750066,1772783,1791547,1809384,1829340,1848388,1876099,1902280,1922433,1940242,1957154,1977478,1999224,2021527,2047082,2071218,2090171,2111266,2135894,2162973,2191211,2222207,2254073,2279932,2309921,2348750,2385029,2424386,2473472,2514305,2557223,2598741,2648797,2698127,2753211,2804869,2850893,2904843,2948475,3005888,3066392,3126224,3194746,3255187,3315407,3375032,3440789,3507088,3577862,3644284,3708609,3767602,3828458,3896753,3964203,4031970,4106919,4170674,4226305,4286302,4350866,4414917,4484121,4548496,4605920,4652809,4694705,4756326,4810463,4870499,4930940,4994707,5048870,5100507,5157383,5212605,5264051,5334123,5386448,5421025,5459022,5503997,5549912,5595047,5642947,5688218,5720121,5754212,5796774,5838966,5889403,5935723,5978794,6012962,6046488,6088457,6128575,6173786,6222445,6265683,6294761,6319463,6346566,6380417,6420039,6464864,6510479,6550787,6583688,6621127,6659476,6704917,6755144,6800799,6842404,6874664,6912972,6954202,7003199,7050825,7094715,7128422,7164993,7207283,7246199,7292561,7346108,7395488,7428858,7466805,7511826,7561293,7619506,7674837,7730091,7776971,7819926,7870522,7929693,7993555,8063865,8118715,8171009,8239746,8302317,8363742,8443958,8526090,8604189,8664566,8729036,8808013,8896401,8989080,9089579,9176351,9254489,9338427,9465329,9567398,9697430,9826557,9953779,10073147,10192672,10331773,10481332,10640975,10819736,10982693,11121207,11276944,11444296,11617712,11809679,12010763,12188367,12333602,12517888,12692856,12874107,12987018,13202220,13369709,13509382,13667913,13866744,14063760,14283183,14518317,14738240,14916371,15112612,15340111,15555844,15791621,16028524,16251281,16441922,16652283,16879505,17113648,17352822,17599262,17804287,17990456,18187881,18393670,18614457,18826051,18951575,19169543,19305727,19480359,19687200,19905948,20219874,20397394,20670018,20873231,21059964,21292106,21551821,21836884,22139744,22403248,22613194,22817696,23040112,23268787,23503711,23748048,23965030,24141195,24282479,24439493,24627161,24819188,25010544,25187883,25327678,25457651,25608945,25764110,25930825,26094125,26244534,26357105,26482917,26600307,26724682,26849335,26979742,27096022,27185191,27268353,27364111,27459806,27565958,27665517,27755865,27824055,27880159,27939996,28009001,28081251,28156125,28229706,28284959,28341015,28414845,28489826,28566886,28641809,28712639,28764295,28814417,28873093,28940161,29008602,29075784,29136547,29178091,29222839,29278670,29336390,29398145,29460419,29516677,29555243,29606780,29661859,29721738,29783941,29844851,29903118,29938530,29986967,30039693,30127518,30194907,30271051,30334843,30381215,30447858,30510080,30579482,30656327,30730191,30794700,30832567,30900791,30964186,31039925,31119769,31204181,31274545,31321876,31385078,31465791,31540753,31614981,31697729,31753113,31796936,31856771,31919200,31983890,32050103,32112753,32167060,32201468,32244756,32296813,32352647,32410326,32468052,32516223,32546819,32592219,32634946,32680741,32726685,32774850,32809814,32832553,32865349,32900629,32936590,32974473,33016055,33046536,33064168,33089699,33118717,33147761,33177766,33206431,33227348,33241136,33263294,33287100,33311451,33337997,33359913,33372887,33380093,33386443,33407536,33424127,33442096,33459609,33474766,33480662,33494848,33507647,33525848,33540365,33564869,33573690,33578719,33590624,33601267,33613021,33624543,33645529,33654418,33659347,33670075,33680845,33693335,33707530,33732039,33741084,33745746,33759511,33767042,33782321,33797247,33826843,33832129,33836400,33845565,33868133,33888272,33909156,33956130,33966172,33977940,34007601,34034106,34065226,34097158,34175189,34189260,34209644,34258857,34298782,34346636,34403063,34523844,34553238,34581892,34660430,34725581,34799151,34871507,35062663,35107399,35152813,35260287,35358366,35460771,35570375,35822334,35886261,35921995,36080387,36198708,36353204,36497050,36723762,36797998,36845897,37039219,37190449,37357708,37513084,37752087,37845676,37891092,38097258,38252481,38431635,38615426,38853771,38933856,38987086,39215004,39395085,39585472,39764652,39999767,40087137,40151880,40241917,40452001,40629624,40796330,41038020,41128595,41178215,41385898,41531507,41704719,41863373,42074003,42150316,42196347,42365728,42487607,42619238,42748314,42922883,42984798,43040455,43194356,43307565,43429445,43539592,43694424,43744220,43790458,43931022,44026579,44139329,44240437,44370996,44411373,44452392,44545235,44656240,44764556,44850741,44959490,45000880,45034071,45130701,45213330,45305563,45382894,45478794,45513125,45534096,45643568,45711235,45813701,45888259,45982976,46019315,46053346,46163186,46233279,46319994,46401226,46498315,46535609,46574601,46681930,46761928,46857061,46914736,47058856,47105049,47138951,47270008,47357989,47470395,47578978,47705249,47752505,47794034,47934930,48026652,48138223,48175280,48229973,48258440,48303563,48488713,48606319,48743319,48881231,49039229,49107037,49163599,49338518,49450986,49600363,49724297,49881711,49939453,49992850,50176103,50289453,50435068,50577258,50769766,50851446,50942365,51183527,51365801,51613655,51888044,52136313,52224628,52408149,52914220,53286679,53797696,54395644,54907686,55099917,55396160,56438951,57267759,57943536,58788139,59667133,60075810,60569221,61923723,62709936,63563803,64429091,65308241,65724540,66210640,66870883,68003728,68913570,69644448,70450185,70760142,71131061,72039808,72532064,73209162,73712448,74325093,74507765,74708776,75244090,75570527,75897621,76171246,76525985,76614405,76699427,77042016,77255831,77442982,77613346,77821515,77874309,77933505,78100704,78211087,78324893,78426161,78570048,78602206,78625748,78705393,78794574,78878618,78945146,79018788,79066630,79085163,79181926,79228379,79281403,79329890,79380533,79395799,79408423,79469757,79499092,79535987,79581654,79630414,79640932,79652240,79686510,79710023,79761258,79813283,79844914,79856035,79867700,79908744,79929973,79969875,80011926,80056341,80066036,80078072,80115784,80138844,80176961,80221511,80252674,80264754,80269768,80307885,80332855,80372785,80422457,80495635,80508691,80518498,80556612,80591835,80647903,80695756,80730225,80743044,80750967,80810518,80849018,80916792,80977276,81065852,81086555,81100538,81168342,81213232,81303044,81380018,81441270,81466367,81483730,81577603,81627267,81739615,81827828,81956880,81985931,81992543,82121721,82192239,82353259,82458599,82545859,82564347,82597476,82774402,82859728,83063561,83199112,83347893,83376047,83389224,83538425,83622285,83833025,83968555,84076387,84090660,84097786,84160298,84327469,84556192,84678512,84835497,84863642,84880024,85039846,85126477,85325076,85457014,85563175,85598570,85616444,85768014,85858191,86043079,86173110,86311921,86329713,86347863,86443906,86555091,86740451,86879158,86996365,87037480,87059942,87219877,87317687,87507579,87675332,87832170,87852749,87861408,87937865,88079281,88279687,88418746,88556452,88585753,88610521,88811395,88959593,89163906,89339355,89492545,89531993,89561829,89726677,89843873,90060274,90236031,90367431,90394031,90417520,90607377,90739472,90979247,91156624,91315859,91332086,91345307,91515118,91606050,91806448,91993770,92099888,92115028,92127765,92282956,92382714,92579193,92742170,92838824,92922639,92932460,93055157,93146933,93283806,93432930,93510477,93521688,93531560,93660507,93759788,93911473,94051129,94171846,94183715,94192238,94298354,94373868,94528087,94658904,94723543,94735031,94742513,94776188,94888634,95012605,95119828,95220588,95230748,95239792,95309180,95388854,95492056,95575693,95631929,95640500,95645991,95701682,95770941,95869305,95950375,96033659,96043417,96050162,96095714,96156762,96243307,96327843,96361408,96369452,96375336,96416824,96472183,96543559,96604520,96662856,96670697,96676335,96699408,96760253,96824954,96888574,96915647,96921733,96928549,96967500,97011164,97071863,97129292,97175417,97180906,97189541,97228926,97272729,97344270,97403612,97434054,97443179,97446610,97491579,97540549,97614588,97685430,97724138,97729437,97737569,97778247,97809703,97907027,97973363,97986546,97991817,97994462,98044874,98104752,98189498,98243595,98299191,98304203,98308151,98352668,98408981,98522422,98538742,98561075,98564373,98570320,98632649,98700103,98813114,98903721,98968101,98975226,98980778,99038585,99133575,99279009,99378233,99414776,99421962,99428275,99487620,99580849,99729015,99841134,99895722,99902534,99908394,99968783,100050707,100232826,100328970,100368198,100374720,100377934,100390363,100501295,100614639,100718741,100757137,100765085,100769378,100777687,100866497,101064613,101195834,101261021,101266876,101272581,101315591,101398876,101538493,101603472,101636783,101642063,101645381,101652898,101734148,101862774,101953963,101991465,101996589,101999876,102030920,102086654,102188961,102253072,102269995,102274592,102278095,102307241,102362601,102479116,102560782,102599509,102603661,102606584,102630882,102676388,102759891,102841721,102854724,102859111,102862424,102885434,102933414,103022188,103082674,103130471,103133062,103134442,103136386,103196900,103307041,103363695,103376593,103379338,103380730,103396550,103439103,103522479,103583792,103643895,103645827,103647093
